longitude,latitude,year,DOY,Precip,RH,Tmax,WindSpeed
-117.4887471,47.46124969,2019,261,0.0,86.9,273.0,1.6
-117.7439476,47.62240415,2018,53,0.0,86.30000000000001,273.4,1.9000000000000001
-117.2792508,47.59779967,2015,48,0.0,88.60000000000001,272.8,1.9000000000000001
-117.2590119,47.27052011,2021,11,0.0,84.9,272.7,1.7000000000000002
-117.661728,47.46784553,2015,258,0.0,87.30000000000001,273.6,1.7000000000000002
-117.6449606,47.76659692,2015,343,0.0,92.60000000000001,272.2,2.0
-117.5128393,47.48293701,2019,280,0.0,87.0,273.2,1.7000000000000002
-117.414265,47.84993504,2023,210,0.0,90.9,272.7,2.0
-117.117617,47.30095491,2020,324,0.0,83.9,272.4,1.7000000000000002
-117.3824931,47.59367768,2017,335,0.0,89.4,273.0,1.9000000000000001
-117.6939296,47.55027555,2017,12,0.0,86.9,273.7,1.8
-117.3144344,47.50339516,2021,251,0.0,87.80000000000001,272.8,1.7000000000000002
-117.0969285,47.84415319,2020,323,0.0,100.0,270.0,2.1
-117.331655,47.51367272,2023,160,0.0,87.2,273.1,1.8
-117.1117433,47.58054385,2020,36,0.0,91.0,270.6,1.9000000000000001
-117.3723701,47.50739905,2019,149,0.0,89.9,272.6,1.8
-117.1534254,47.68275822,2021,198,0.0,88.0,273.2,2.0
-117.3436957,47.82042168,2015,246,0.0,88.0,273.2,2.0
-117.2978881,47.76651985,2021,204,0.0,88.4,273.2,2.0
-117.6221027,47.48172918,2017,44,0.0,87.30000000000001,273.6,1.7000000000000002
-117.8158987,47.4670486,2023,315,0.0,86.2,273.8,1.7000000000000002
-117.5456637,47.26195438,2020,319,0.0,90.80000000000001,272.8,1.6
-117.0523492,47.36954438,2023,206,0.0,81.7,273.0,1.7000000000000002
-117.0775272,47.40391561,2019,241,0.0,81.10000000000001,272.8,1.8
-117.1591061,47.34949382,2021,41,0.0,84.0,272.6,1.7000000000000002
-117.7899376,47.3483109,2018,76,0.0,89.2,273.3,1.7000000000000002
-117.6436642,47.68843556,2021,202,0.0,96.80000000000001,272.6,2.0
-117.1921331,47.55251498,2015,363,0.0,89.60000000000001,272.1,1.9000000000000001
-117.3498882,47.60643948,2021,95,0.0,88.60000000000001,272.8,1.9000000000000001
-117.4442478,47.98670018,2022,28,0.0,86.30000000000001,273.2,2.0
-117.4393284,47.9517611,2019,144,0.0,92.2,273.2,2.0
-117.0738902,47.38767051,2016,59,0.0,81.10000000000001,272.8,1.8
-117.6554027,47.55573013,2019,129,0.0,86.30000000000001,273.6,1.8
-117.2336561,47.6025564,2020,342,0.0,88.9,272.8,1.9000000000000001
-117.3320056,47.50828911,2016,1,0.0,87.2,273.1,1.8
-117.5192834,47.66313326,2020,287,0.0,91.2,272.7,1.9000000000000001
-117.062834,47.36944334,2020,22,0.0,81.7,273.0,1.7000000000000002
-117.1277514,47.93324507,2015,226,0.0,97.9,270.3,2.0
-117.4181195,47.67624116,2015,204,0.0,87.30000000000001,273.6,2.0
-117.51926,47.27104871,2017,187,0.0,89.80000000000001,272.8,1.6
-117.2216712,47.37783086,2017,284,0.0,85.30000000000001,272.7,1.7000000000000002
-117.2398902,47.3737674,2018,332,0.0,85.30000000000001,272.7,1.7000000000000002
-117.5820323,47.48680454,2016,27,0.0,87.30000000000001,273.4,1.7000000000000002
-117.7909932,47.55109113,2023,343,0.0,86.10000000000001,273.6,1.8
-117.6682552,47.41949868,2021,129,0.0,87.60000000000001,272.9,1.6
-117.4442902,48.02299897,2021,363,0.0,87.5,272.9,2.0
-117.7234103,47.83970289,2020,95,0.0,90.0,272.8,2.0
-117.0547763,47.47420154,2017,66,0.0,82.60000000000001,272.7,1.8
-117.3799959,47.32944574,2020,177,0.0,87.10000000000001,272.7,1.6
-117.2350677,47.81348133,2022,275,0.0,89.2,272.9,2.1
-117.7472447,47.82105755,2022,156,0.0,93.10000000000001,272.8,2.0
-117.7287889,47.57215999,2023,19,0.0,88.10000000000001,273.5,1.8
-117.5138329,47.65194138,2015,320,0.0,91.2,272.7,1.9000000000000001
-117.5522584,47.58106749,2015,58,0.0,89.7,272.7,1.8
-117.326178,47.35408677,2017,273,0.0,85.60000000000001,272.8,1.7000000000000002
-117.5112573,47.73801948,2017,198,0.0,91.10000000000001,273.4,2.0
-117.4175064,47.3735801,2022,79,0.0,86.80000000000001,272.8,1.6
-117.10809,47.78689299,2015,41,0.0,89.5,272.7,2.1
-117.3162864,47.47254696,2016,226,0.0,87.80000000000001,272.8,1.7000000000000002
-117.5727772,47.33462635,2016,261,0.0,88.5,273.1,1.6
-117.5634091,47.33813448,2017,245,0.0,88.60000000000001,272.9,1.6
-117.3584741,47.80630774,2020,23,0.0,88.0,273.2,2.0
-117.2441131,47.65451659,2015,197,0.0,88.30000000000001,273.3,2.0
-117.2199731,47.60674627,2016,236,0.0,88.9,272.8,1.9000000000000001
-117.2219546,47.34579914,2015,126,0.0,85.30000000000001,272.7,1.7000000000000002
-117.0549774,47.60562146,2019,266,0.0,90.60000000000001,271.2,2.0
-117.1575914,47.96626716,2021,324,0.0,89.7,271.4,2.0
-117.0954415,47.73469174,2022,140,0.0,90.2,272.4,2.0
-117.1099704,47.63369748,2015,316,0.0,86.9,272.9,2.0
-117.7232381,47.47111567,2021,127,0.0,86.5,273.6,1.7000000000000002
-117.0608471,47.79003728,2019,286,0.0,87.30000000000001,272.9,2.1
-117.8099208,47.52320613,2015,114,0.0,86.5,273.7,1.8
-117.140304,47.68510898,2017,325,0.0,88.0,273.2,2.0
-117.7432657,47.57033176,2021,13,0.0,88.10000000000001,273.5,1.8
-117.3887096,47.57684133,2015,228,0.0,88.10000000000001,273.2,1.8
-117.5033194,47.43219204,2021,9,0.0,87.5,273.0,1.6
-117.6913963,47.73785748,2019,146,0.0,91.10000000000001,272.5,2.0
-117.4223723,47.76666952,2015,163,0.0,89.7,273.0,2.0
-117.2360749,47.88076344,2015,223,0.0,92.4,272.1,2.0
-117.6744641,47.65519981,2015,216,0.0,91.30000000000001,272.9,1.9000000000000001
-117.7946034,47.62955229,2023,169,0.0,85.60000000000001,273.3,2.0
-117.3267429,47.39023465,2017,26,0.0,86.80000000000001,272.6,1.7000000000000002
-117.607949,47.77896472,2019,125,0.0,94.10000000000001,272.1,2.0
-117.5934733,47.44686922,2023,300,0.0,87.4,273.0,1.6
-117.3473776,47.36888015,2020,250,0.0,86.2,272.8,1.7000000000000002
-117.0934033,47.30101882,2023,10,0.0,83.9,272.4,1.7000000000000002
-117.1227608,47.97731136,2022,105,0.0,89.7,271.4,2.0
-117.4390913,47.26691119,2022,106,0.0,88.9,272.7,1.6
-117.5726172,47.32249231,2015,1,0.0,88.5,273.1,1.6
-117.80719,47.77391928,2023,182,0.0,91.7,272.3,2.0
-117.7929026,47.53094844,2020,302,0.0,86.5,273.7,1.8
-117.1617509,47.52790716,2023,141,0.0,87.60000000000001,272.0,1.9000000000000001
-117.2118658,47.64331159,2017,230,0.0,88.30000000000001,273.3,2.0
-117.6736592,47.39108317,2017,64,0.0,87.60000000000001,272.9,1.6
-117.4098753,47.92014059,2020,78,0.0,92.7,272.9,2.0
-117.533894,47.58017806,2023,232,0.0,89.60000000000001,272.8,1.8
-117.1710136,47.99560165,2021,87,0.0,89.5,272.1,2.0
-117.4652706,47.84349806,2017,183,0.0,91.2,272.6,2.0
-117.7896305,47.73866032,2017,319,0.0,92.2,272.2,2.0
-117.3156554,47.86302145,2016,146,0.0,89.9,272.8,2.0
-117.0690851,47.87383374,2023,317,0.0,100.0,269.9,2.1
-117.5239356,47.39677947,2017,92,0.0,87.5,272.9,1.6
-117.1121589,47.39607518,2019,123,0.0,81.9,272.8,1.8
-117.3289255,48.00033292,2023,276,0.0,90.10000000000001,272.5,2.0
-117.3024327,47.99930162,2022,64,0.0,90.10000000000001,272.5,2.0
-117.3070253,47.50174558,2016,332,0.0,87.80000000000001,272.8,1.7000000000000002
-117.5280976,47.78064889,2017,219,0.0,90.0,273.1,2.0
-117.3535473,47.72463874,2016,192,0.0,90.10000000000001,273.0,2.0
-117.1182933,47.64186171,2022,107,0.0,86.9,272.9,2.0
-117.6599319,47.72927768,2020,247,0.0,93.2,272.3,2.0
-117.2630857,47.42080229,2020,57,0.0,86.60000000000001,272.6,1.7000000000000002
-117.2073321,48.01178181,2023,45,0.0,86.5,272.8,2.0
-117.5541332,47.46248123,2022,86,0.0,87.5,273.0,1.6
-117.4581807,47.46205331,2018,38,0.0,86.9,273.0,1.6
-117.4656631,47.75211612,2018,182,0.0,92.60000000000001,272.6,2.0
-117.4908292,47.95782879,2023,164,0.0,92.9,273.2,2.0
-117.4541458,47.93094014,2015,245,0.0,92.2,273.2,2.0
-117.651448,47.75141544,2016,323,0.0,93.2,272.3,2.0
-117.5251593,47.4819059,2016,126,0.0,87.0,273.2,1.7000000000000002
-117.6645027,47.38006554,2020,207,0.0,87.60000000000001,272.9,1.6
-117.4232489,47.79588505,2018,267,0.0,91.10000000000001,272.8,2.0
-117.3362765,48.02552741,2017,354,0.0,85.10000000000001,273.2,2.0
-117.6108507,47.4380844,2017,87,0.0,87.4,273.0,1.6
-117.41554,47.57192701,2017,145,0.0,91.10000000000001,272.6,1.8
-117.3963062,47.45610136,2020,122,0.0,85.2,273.1,1.7000000000000002
-117.1563084,48.01114855,2022,98,0.0,92.2,271.2,2.1
-117.6807391,47.4403499,2021,289,0.0,86.9,273.0,1.7000000000000002
-117.3505224,47.98224495,2018,133,0.0,87.2,273.0,2.0
-117.5286672,47.75236366,2018,337,0.0,91.10000000000001,273.4,2.0
-117.2963544,47.61061682,2016,318,0.0,88.9,272.3,1.9000000000000001
-117.294338,47.63837599,2015,65,0.0,87.30000000000001,273.4,1.9000000000000001
-117.1129844,47.79949713,2023,199,0.0,96.7,272.2,2.1
-117.7486807,47.37093786,2016,125,0.0,89.5,273.1,1.7000000000000002
-117.4139918,47.62629587,2022,346,0.0,89.9,273.1,1.9000000000000001
-117.7657212,47.532558,2023,208,0.0,86.80000000000001,273.8,1.8
-117.2475227,47.96517834,2018,208,0.0,87.10000000000001,272.9,2.0
-117.5856341,47.77481355,2022,300,0.0,94.10000000000001,272.1,2.0
-117.7650419,47.64313867,2023,121,0.0,86.5,273.4,1.9000000000000001
-117.6462866,47.77259987,2019,142,0.0,92.60000000000001,272.2,2.0
-117.5178285,47.71653866,2021,347,0.0,91.10000000000001,273.4,2.0
-117.3408871,47.62172125,2018,57,0.0,88.60000000000001,272.8,1.9000000000000001
-117.1917437,47.76546196,2015,304,0.0,91.80000000000001,272.1,2.1
-117.7750355,47.34618858,2017,145,0.0,89.5,273.1,1.7000000000000002
-117.3743455,47.70651826,2019,44,0.0,88.0,273.5,2.0
-117.4746779,47.4919424,2017,132,0.0,86.5,273.2,1.7000000000000002
-117.5952023,47.57959403,2021,81,0.0,85.60000000000001,273.4,1.8
-117.2161639,47.35867391,2023,353,0.0,85.30000000000001,272.7,1.7000000000000002
-117.5173972,47.71834962,2020,30,0.0,91.10000000000001,273.4,2.0
-117.5603663,47.65206864,2015,341,0.0,90.5,272.7,1.9000000000000001
-117.3971467,48.00064405,2021,209,0.0,89.0,272.8,2.0
-117.2026927,47.50008522,2017,243,0.0,86.10000000000001,272.4,1.8
-117.723187,47.71717907,2019,183,0.0,90.9,272.6,2.0
-117.1727845,47.63805701,2018,158,0.0,87.10000000000001,273.3,2.0
-117.5433597,47.33900856,2019,146,0.0,88.60000000000001,272.9,1.6
-117.0511179,47.99821546,2019,340,0.0,81.60000000000001,272.8,2.1
-117.4481291,47.45808344,2020,354,0.0,86.2,273.0,1.6
-117.3482857,47.92515186,2020,233,0.0,88.7,272.9,2.0
-117.3000921,47.71633798,2022,92,0.0,90.9,272.7,2.0
-117.817409,47.58064324,2022,329,0.0,86.10000000000001,273.6,1.8
-117.7182101,47.74479783,2023,172,0.0,90.9,272.6,2.0
-117.2497438,47.49229136,2022,190,0.0,88.9,272.4,1.8
-117.7548116,47.65845058,2016,31,0.0,86.5,273.4,1.9000000000000001
-117.2712071,47.41519567,2015,109,0.0,86.60000000000001,272.6,1.7000000000000002
-117.3017873,47.6195011,2016,272,0.0,88.9,272.3,1.9000000000000001
-117.0497148,47.8332353,2016,95,0.0,100.0,271.3,2.1
-117.4103617,47.68682776,2017,77,0.0,88.0,273.5,2.0
-117.4872691,47.5621139,2021,151,0.0,89.4,272.9,1.8
-117.600938,47.65106818,2016,142,0.0,93.5,272.6,1.9000000000000001
-117.6832438,47.88467298,2015,231,0.0,88.4,272.9,2.0
-117.2604958,47.53034723,2020,258,0.0,91.2,272.1,1.8
-117.6351231,47.59408686,2023,128,0.0,86.4,273.4,1.8
-117.6928044,47.86505094,2017,348,0.0,92.4,272.8,2.0
-117.2124448,47.54450699,2020,224,0.0,91.7,271.9,1.8
-117.7512724,47.60641105,2017,184,0.0,86.9,273.3,1.9000000000000001
-117.2207649,47.94360275,2015,280,0.0,88.60000000000001,272.5,2.0
-117.1179965,47.36747855,2019,293,0.0,82.60000000000001,272.8,1.7000000000000002
-117.1272752,47.97812071,2018,29,0.0,89.7,271.4,2.0
-117.3603071,47.29967981,2021,298,0.0,87.0,272.7,1.7000000000000002
-117.109755,47.80247332,2020,18,0.0,96.7,272.2,2.1
-117.5626354,47.44651736,2021,131,0.0,87.5,273.0,1.6
-117.560961,47.62347474,2019,269,0.0,90.10000000000001,272.7,1.8
-117.1468129,47.80022499,2018,106,0.0,95.2,271.8,2.1
-117.0561925,47.65424348,2021,157,0.0,88.30000000000001,272.4,2.0
-117.3464691,47.37796315,2021,59,0.0,86.2,272.8,1.7000000000000002
-117.7502661,47.69333139,2020,92,0.0,90.60000000000001,273.3,2.0
-117.3543581,47.47313713,2022,260,0.0,88.5,272.7,1.7000000000000002
-117.1817959,47.915322,2018,51,0.0,100.0,270.5,2.1
-117.2604656,47.82035156,2019,133,0.0,91.9,272.5,2.1
-117.1898813,47.90855932,2018,167,0.0,100.0,270.5,2.1
-117.7342093,47.51697703,2015,297,0.0,88.0,273.7,1.7000000000000002
-117.3196109,47.59522421,2022,5,0.0,88.9,272.3,1.9000000000000001
-117.2918523,47.81061949,2015,136,0.0,92.60000000000001,272.5,2.1
-117.4045939,47.49040162,2019,226,0.0,88.10000000000001,272.8,1.7000000000000002
-117.5027216,47.92028549,2020,184,0.0,90.9,272.8,2.0
-117.1821704,47.82460428,2020,91,0.0,93.5,272.0,2.1
-117.5236824,47.28013035,2019,308,0.0,89.80000000000001,272.8,1.6
-117.179042,47.94742692,2017,189,0.0,91.5,271.4,2.0
-117.1601118,48.03168598,2019,303,0.0,92.2,271.2,2.1
-117.715815,47.65495944,2022,338,0.0,87.60000000000001,273.0,1.9000000000000001
-117.5808795,47.69193607,2016,322,0.0,96.10000000000001,272.5,2.0
-117.0443726,47.58364323,2020,133,0.0,90.60000000000001,270.8,1.9000000000000001
-117.3314252,47.51389511,2023,172,0.0,87.2,273.1,1.8
-117.7148872,47.78708467,2022,250,0.0,92.0,272.3,2.0
-117.8193327,47.49448799,2022,61,0.0,86.2,273.8,1.7000000000000002
-117.689191,47.7869043,2022,50,0.0,91.5,272.3,2.0
-117.1059343,48.02201389,2021,223,0.0,84.2,271.8,2.1
-117.3956911,47.41806517,2022,172,0.0,86.2,272.8,1.7000000000000002
-117.2499477,47.33445265,2020,319,0.0,85.30000000000001,272.7,1.7000000000000002
-117.4613306,47.58203199,2016,225,0.0,89.4,272.9,1.8
-117.4248057,47.55042907,2016,191,0.0,91.10000000000001,272.6,1.8
-117.7866196,47.30503457,2022,359,0.0,89.60000000000001,273.0,1.7000000000000002
-117.6251597,47.48213988,2015,265,0.0,87.30000000000001,273.6,1.7000000000000002
-117.2551669,47.93932217,2020,244,0.0,88.5,272.8,2.0
-117.1715614,47.34669161,2020,79,0.0,84.0,272.7,1.8
-117.3724632,47.95277898,2018,343,0.0,91.0,272.8,2.0
-117.2749235,48.0001137,2017,365,0.0,87.10000000000001,272.9,2.0
-117.0897276,47.34846053,2017,22,0.0,82.60000000000001,272.8,1.7000000000000002
-117.2714126,47.76152274,2015,36,0.0,89.4,273.0,2.0
-117.8180452,47.28185735,2017,330,0.0,89.10000000000001,273.1,1.7000000000000002
-117.635257,47.37123864,2018,156,0.0,87.7,272.9,1.6
-117.3807329,47.74903484,2019,56,0.0,90.4,273.1,2.0
-117.5784678,47.58543077,2017,355,0.0,89.7,272.7,1.8
-117.6404291,47.63328128,2020,248,0.0,94.30000000000001,272.8,1.9000000000000001
-117.796033,47.47286397,2019,261,0.0,86.2,273.8,1.7000000000000002
-117.0444376,47.72728841,2017,260,0.0,88.2,272.9,2.0
-117.369731,47.4389954,2020,15,0.0,86.60000000000001,272.9,1.7000000000000002
-117.2416251,47.76264539,2020,188,0.0,91.2,272.6,2.1
-117.2785623,47.72447876,2022,26,0.0,92.0,272.5,2.0
-117.1389852,47.47979231,2016,23,0.0,83.9,272.6,1.8
-117.5036969,47.74712138,2015,103,0.0,91.10000000000001,273.4,2.0
-117.1967679,47.97666627,2018,29,0.0,89.5,272.1,2.0
-117.1831205,47.5737236,2021,342,0.0,89.60000000000001,272.1,1.9000000000000001
-117.5055351,47.50173869,2017,57,0.0,87.0,273.2,1.7000000000000002
-117.5269958,47.53833033,2017,62,0.0,86.4,273.4,1.7000000000000002
-117.7344994,47.54959972,2019,48,0.0,88.10000000000001,273.5,1.8
-117.5855398,47.45188241,2019,35,0.0,87.4,273.0,1.6
-117.69315,47.84138002,2017,46,0.0,92.4,272.8,2.0
-117.6143951,47.58077898,2023,33,0.0,85.60000000000001,273.4,1.8
-117.4760826,47.29625811,2018,327,0.0,88.10000000000001,273.1,1.6
-117.5081292,47.57043221,2017,226,0.0,89.60000000000001,272.8,1.8
-117.7142768,47.44063977,2016,266,0.0,86.9,273.2,1.7000000000000002
-117.2327508,47.82705137,2023,216,0.0,89.2,272.9,2.1
-117.794521,47.52618148,2018,217,0.0,86.5,273.7,1.8
-117.7784237,47.30479434,2017,176,0.0,89.60000000000001,273.0,1.7000000000000002
-117.1000118,47.87904941,2021,44,0.0,100.0,270.0,2.1
-117.4270078,47.85581179,2022,219,0.0,90.9,272.7,2.0
-117.1421295,47.3558041,2016,126,0.0,84.0,272.6,1.7000000000000002
-117.7198981,47.65804704,2021,319,0.0,87.60000000000001,273.0,1.9000000000000001
-117.7404072,47.74310394,2019,305,0.0,90.9,272.6,2.0
-117.552322,47.78804771,2019,200,0.0,92.9,273.0,2.0
-117.3131424,47.34302588,2017,85,0.0,85.60000000000001,272.8,1.7000000000000002
-117.2594847,47.50483058,2019,41,0.0,91.2,272.1,1.8
-117.4848258,47.86409711,2016,211,0.0,91.2,272.6,2.0
-117.2200506,47.30374963,2018,354,0.0,85.10000000000001,272.6,1.7000000000000002
-117.1124005,47.94631743,2020,39,0.0,88.30000000000001,270.6,2.0
-117.1223128,47.58398166,2015,363,0.0,90.2,271.5,1.9000000000000001
-117.7352506,47.80779269,2018,269,0.0,92.7,272.6,2.0
-117.6196307,47.49696425,2020,362,0.0,87.30000000000001,273.4,1.7000000000000002
-117.5376212,47.61862566,2023,181,0.0,90.10000000000001,272.7,1.8
-117.1036806,48.03312585,2016,231,0.0,84.2,271.8,2.1
-117.4544154,47.9745636,2021,70,0.0,87.2,273.3,2.0
-117.638091,47.33039704,2020,313,0.0,89.60000000000001,272.9,1.6
-117.3362046,47.89558294,2016,76,0.0,89.7,272.8,2.0
-117.0794143,47.85710484,2022,276,0.0,100.0,270.0,2.1
-117.745474,47.64757586,2021,234,0.0,87.60000000000001,273.0,1.9000000000000001
-117.1454281,47.60735325,2019,318,0.0,87.0,272.8,1.9000000000000001
-117.8220329,47.36926271,2019,319,0.0,89.2,273.3,1.7000000000000002
-117.1070285,47.46498219,2021,136,0.0,82.4,272.8,1.8
-117.6963184,47.44802916,2023,154,0.0,86.9,273.0,1.7000000000000002
-117.1825775,47.77052241,2023,294,0.0,91.80000000000001,272.1,2.1
-117.2766273,47.86848632,2023,348,0.0,88.5,272.9,2.1
-117.148889,47.35987435,2020,99,0.0,84.0,272.6,1.7000000000000002
-117.772688,47.74213681,2020,364,0.0,90.7,272.5,2.0
-117.4266856,47.52614364,2017,361,0.0,89.10000000000001,272.8,1.7000000000000002
-117.0997027,47.96970357,2015,363,0.0,83.60000000000001,272.6,2.1
-117.4564259,47.82574882,2021,358,0.0,90.60000000000001,272.5,2.0
-117.2769656,47.88758275,2018,130,0.0,89.10000000000001,272.8,2.0
-117.598075,47.73621094,2015,7,0.0,93.0,272.6,2.0
-117.4166905,47.62030007,2022,105,0.0,89.9,273.1,1.9000000000000001
-117.0453581,47.35540907,2020,307,0.0,81.7,273.0,1.7000000000000002
-117.3549,47.92816759,2020,50,0.0,88.7,272.9,2.0
-117.8180173,47.54759941,2016,224,0.0,86.10000000000001,273.6,1.8
-117.1824251,47.77580433,2015,64,0.0,91.80000000000001,272.1,2.1
-117.1984489,47.79981582,2016,181,0.0,93.5,272.0,2.1
-117.6845714,47.64848879,2018,75,0.0,91.30000000000001,272.9,1.9000000000000001
-117.8010555,47.6944116,2016,266,0.0,89.0,273.1,2.0
-117.5010762,47.93045307,2015,189,0.0,90.9,273.1,2.0
-117.2781967,48.04079426,2021,183,0.0,87.4,272.7,2.0
-117.6978607,47.77328708,2022,355,0.0,91.5,272.3,2.0
-117.3560496,48.00164596,2020,68,0.0,87.2,273.0,2.0
-117.7197654,47.60205449,2018,170,0.0,86.30000000000001,273.4,1.9000000000000001
-117.5356158,47.69347391,2020,322,0.0,93.5,272.6,2.0
-117.1798352,47.7334971,2017,172,0.0,94.60000000000001,271.6,2.0
-117.6219857,47.60178104,2022,284,0.0,86.4,273.4,1.8
-117.3607665,47.50926031,2016,107,0.0,87.2,273.1,1.8
-117.0879271,47.39747309,2019,111,0.0,81.9,272.8,1.8
-117.4266047,47.5617817,2015,78,0.0,91.10000000000001,272.6,1.8
-117.4653233,47.91786254,2020,186,0.0,91.2,272.9,2.0
-117.5524122,47.59101655,2016,253,0.0,90.10000000000001,272.7,1.8
-117.5682718,47.44937055,2018,236,0.0,87.5,273.0,1.6
-117.2410365,47.86513881,2020,93,0.0,94.4,272.0,2.1
-117.6300825,47.76660845,2022,130,0.0,92.60000000000001,272.2,2.0
-117.2318904,47.35950134,2022,183,0.0,85.30000000000001,272.7,1.7000000000000002
-117.3981915,47.98546611,2020,34,0.0,89.0,272.8,2.0
-117.7412998,47.70555354,2018,303,0.0,90.9,273.1,2.0
-117.1530673,47.30414452,2022,222,0.0,84.60000000000001,272.4,1.7000000000000002
-117.1532262,47.33947691,2022,282,0.0,84.0,272.6,1.7000000000000002
-117.6307943,47.29784748,2015,340,0.0,89.60000000000001,272.9,1.6
-117.0609467,47.55181392,2018,1,0.0,90.60000000000001,270.8,1.9000000000000001
-117.6782596,47.26297518,2018,97,0.0,90.7,272.9,1.7000000000000002
-117.4064297,47.8482548,2021,87,0.0,91.60000000000001,272.6,2.0
-117.6781088,47.2616942,2021,331,0.0,90.7,272.9,1.7000000000000002
-117.5884352,47.52171523,2022,252,0.0,86.9,273.5,1.7000000000000002
-117.3581109,47.55643923,2019,364,0.0,89.2,272.7,1.8
-117.5986728,47.52195455,2021,15,0.0,86.9,273.5,1.7000000000000002
-117.3055448,47.58159635,2022,142,0.0,91.5,271.8,1.9000000000000001
-117.166678,47.6468415,2023,311,0.0,87.10000000000001,273.3,2.0
-117.6552841,47.46147731,2017,289,0.0,86.30000000000001,273.2,1.6
-117.2526356,47.80957824,2017,70,0.0,91.9,272.5,2.1
-117.5469912,47.31993459,2018,312,0.0,88.5,273.1,1.6
-117.4424087,47.90647636,2019,279,0.0,92.4,273.1,2.0
-117.5232886,47.7676923,2015,54,0.0,90.0,273.1,2.0
-117.1031455,47.26045879,2021,346,0.0,82.30000000000001,272.2,1.7000000000000002
-117.4878354,48.03142597,2023,302,0.0,86.5,273.1,2.0
-117.1581135,47.40006543,2022,252,0.0,84.4,272.5,1.8
-117.4955179,47.32614055,2019,247,0.0,88.10000000000001,273.1,1.6
-117.4755553,47.90738641,2018,134,0.0,91.2,272.9,2.0
-117.3720858,47.79653617,2021,244,0.0,88.9,273.1,2.0
-117.1132544,47.48129046,2019,239,0.0,82.4,272.8,1.8
-117.2031469,47.31178161,2021,17,0.0,83.5,272.8,1.7000000000000002
-117.2205228,47.91048537,2015,349,0.0,92.4,272.1,2.0
-117.1358643,47.68236857,2015,279,0.0,88.0,273.2,2.0
-117.6212819,47.27543848,2017,233,0.0,91.2,272.8,1.6
-117.0815757,47.99644474,2016,352,0.0,83.60000000000001,272.6,2.1
-117.7802476,47.39239754,2016,154,0.0,87.7,273.4,1.7000000000000002
-117.2551654,47.38206319,2021,186,0.0,86.60000000000001,272.6,1.7000000000000002
-117.3035401,47.70164839,2016,83,0.0,89.2,273.2,2.0
-117.333196,47.48181343,2018,55,0.0,88.5,272.7,1.7000000000000002
-117.3686379,47.37881996,2016,62,0.0,86.2,272.8,1.7000000000000002
-117.05688,47.58662429,2020,358,0.0,90.60000000000001,270.8,1.9000000000000001
-117.1366156,47.31405377,2022,59,0.0,84.60000000000001,272.4,1.7000000000000002
-117.797648,47.50766972,2018,142,0.0,86.5,273.7,1.8
-117.7437428,47.41606392,2019,149,0.0,88.0,273.1,1.7000000000000002
-117.406395,47.58066507,2018,174,0.0,88.10000000000001,273.2,1.8
-117.7557644,47.65525626,2017,311,0.0,86.5,273.4,1.9000000000000001
-117.6031689,47.29652306,2019,62,0.0,89.80000000000001,272.9,1.6
-117.3645631,47.26950642,2023,167,0.0,88.10000000000001,272.6,1.7000000000000002
-117.3732601,47.28639986,2022,170,0.0,88.80000000000001,272.6,1.7000000000000002
-117.3648357,47.74053637,2022,304,0.0,90.10000000000001,273.0,2.0
-117.2995954,47.80403649,2022,103,0.0,92.60000000000001,272.5,2.1
-117.2137723,47.48245233,2022,28,0.0,88.10000000000001,272.4,1.8
-117.5213921,47.73015577,2021,84,0.0,91.10000000000001,273.4,2.0
-117.2951817,47.68236008,2022,134,0.0,89.2,273.2,2.0
-117.3346566,47.54671246,2022,59,0.0,89.2,272.7,1.8
-117.4616719,47.34832783,2022,90,0.0,87.2,272.9,1.6
-117.7289658,47.78166054,2021,70,0.0,92.0,272.3,2.0
-117.4647423,47.3235385,2015,185,0.0,88.10000000000001,273.1,1.6
-117.1162758,47.48586813,2018,60,0.0,82.4,272.8,1.8
-117.3651065,47.27886772,2018,145,0.0,88.10000000000001,272.6,1.7000000000000002
-117.2734691,47.60282587,2019,168,0.0,88.60000000000001,272.8,1.9000000000000001
-117.2276966,47.75210368,2020,66,0.0,92.60000000000001,272.3,2.0
-117.3034452,47.66097525,2018,124,0.0,87.30000000000001,273.4,1.9000000000000001
-117.456307,47.9679145,2016,213,0.0,87.2,273.3,2.0
-117.0893601,47.3104237,2020,182,0.0,83.9,272.4,1.7000000000000002
-117.5057444,47.44029704,2022,71,0.0,87.5,273.0,1.6
-117.4863282,47.5845432,2022,44,0.0,89.4,272.9,1.8
-117.5884245,47.26418161,2021,340,0.0,91.30000000000001,272.7,1.6
-117.6403971,47.44944942,2020,195,0.0,86.30000000000001,273.2,1.6
-117.7342779,47.3660614,2016,57,0.0,88.7,273.0,1.7000000000000002
-117.4599082,47.75504724,2021,292,0.0,89.7,273.0,2.0
-117.577602,47.28331215,2019,57,0.0,90.80000000000001,272.8,1.6
-117.2551558,47.84961254,2020,171,0.0,88.5,272.9,2.1
-117.6138828,47.45405843,2022,300,0.0,87.4,273.0,1.6
-117.0640855,47.26456466,2022,318,0.0,81.7,272.7,1.7000000000000002
-117.0838219,47.35919922,2017,83,0.0,82.60000000000001,272.8,1.7000000000000002
-117.1019968,47.48348107,2021,317,0.0,82.4,272.8,1.8
